false	Intro	http://aish.teamgenesis.com/ssi/aish/graphics/titles/AL_632.gif	true	To Be or Not to Be a Superwoman	# AL 632	Aiken PhD, Lisa	Although not dressed in a blue cape or having the ability to fly, isn't a woman who is working, cleaning, cooking and caring for children all day long truly entitled to be called a 'Superwoman'? But then again, is pushing oneself to the point of collapse the right way to go either? And when is saying 'no' to doing certain things more appropriate? Hear a discussion that sympathizes with all the responsibilities a woman should carry, while keeping cognizant of their human limitations.	$5.00	$2.00	N/A	N/A
false	Intro	http://aish.teamgenesis.com/ssi/aish/graphics/titles/AL_636.gif	false	Chana and Personalized Prayer	# AL 636	Aiken PhD, Lisa	One reason many find prayer so difficult is that the heartfelt moments we have with God are usually occasions of desperate pleas for help. Through personal stories and moving anecdotes, Lisa Aiken explains what it takes to initiate and develop a warm intimate communication with God. How much would it improve the energy of your day to be looking forward to a nourishing recharge along the way?	$5.00	$2.00	N/A	N/A
false	Intro	http://aish.teamgenesis.com/ssi/aish/graphics/titles/AL_912_B.gif	false	Understanding Suffering	# AL 912 B	Aiken PhD, Lisa	Suffering has baffled the greatest minds in every generation. Even Moses was unable to fully comprehend the painful outcomes that life so often dishes out. But even still there are kernels of insight that can help us appreciate it's ultimate justice, and even comfort us for the many struggles sent our way. Dr. Aiken identifies barriers between us and God, the unusual wake up calls we get, and how suffering brings our buried potential out of hibernation.	$3.50	$2.00	N/A	N/A
false	Intro	http://www.aishaudio.com/ssi/aish/graphics/titles/AL_926.gif	true	Afterlife: Between Heaven and Earth	# AL 926	Aiken PhD, Lisa	Contrary to popular belief, the mystical threads of life - the soul, afterlife, and reincarnation have their very roots in our own backyard, culled from classic Jewish sources. Lisa Aiken follows the journey of the soul as it makes its way from heaven down to earth, and cycles back up to heaven again and mentions a number of necessary encounters it will deal with in between.	$5.00	$2.00	N/A	N/A
false	Intro	http://aish.teamgenesis.com/ssi/aish/graphics/titles/AL_930.gif	true	Having a Relationship With God	# AL 930	Aiken PhD, Lisa	Relating with God doesn't take place in a vacuum. To make your connection something special, it needs to be more up front. Hear how the ways we relate to others in our lives, and to the world around us in general can clue you more into your own 'relating patterns' in order to develop a closer bond with God.	$5.00	$2.00	N/A	N/A
false	Intro	http://aish.teamgenesis.com/ssi/aish/graphics/titles/AL_935.gif	false	Living the Torah, Loving Yourself	# AL 935	Aiken PhD, Lisa	A current plague raging through the world is the low self-esteem epidemic. The symptom is our basic need to feel worthy - simply because we exist. So why do many highly accomplished members of society who should feel the most worthy hold themselves in low regard? Dr. Aiken proposes how living a Torah based life can lead one to find happiness within themselves, regardless of outside approval or circumstances.	$5.00	$2.00	N/A	N/A
false	Intro	http://www.aishaudio.com/ssi/aish/graphics/titles/AL_941.gif	false	A Woman's Take on Orthodox Synagogues	# AL 941	Aiken PhD, Lisa	Probably the hardest thing a secular woman must swallow when taking her first steps into an Orthodox synagogue is that the men and women are sitting separately. Whether you are newly observant or have struggled with this for many years - listen to Dr. Aiken's refreshing take on the issue and, far from being a bitter pill, hear how such an arrangement can be more liberating than it appears.	$5.00	$2.00	N/A	N/A
false	Intro	http://aish.teamgenesis.com/ssi/aish/graphics/titles/AP_613_The_Happy_Wife_120x9.jpg	true	The Happy Wife	# AP 613	Pamensky, Rabbi Aryeh	Aryeh Pamensky's genius story-telling and fantastic humor is guaranteed to alter your current opinion of marriage, and help you to laugh your way through all your 'marital mousetraps.'	$3.50	$1.00	N/A	N/A
true	Intro	http://aish.teamgenesis.com/ssi/aish/graphics/titles/AS_881_Being_US_Chaplain_In_Iraq_120x90.jpg	false	Being a US Chaplain In Iraq	# AS 881	Shulman, Rabbi Andy	Rabbi Avi Shulman is a chaplain in the US Army. He shares his experiences in Iraq and describes how one can sanctify Gods name no matter where they are. Hear his incredible account, and lots of laughs on how one man decided to introduce Torah-true Judaism into the US armed forces.	$3.50	$1.00	N/A	N/A
false	Intro	http://aish.teamgenesis.com/ssi/aish/graphics/titles/AX_907.gif	true	The Art of Amazement-1	# AX 907 A	Seinfeld, Rabbi Alexander	Wouldn't it be great to enjoy all the wonders of your day-to-day life with the same marvel as an awesome sunset? Rabbi Seinfeld shows that what many consider to be just mundane Jewish rituals were designed as checkpoints to keep us spiritually charged. Even the busiest of people can learn how to pause for a moment to appreciate the miraculous wonders of the world around them - without missing a step.	$3.50	$1.00	N/A	N/A
false	Intro	http://aish.teamgenesis.com/ssi/aish/graphics/titles/AX_907_B.gif	false	The Art of Amazement-2	# AX 907 B	Seinfeld, Rabbi Alexander	What is love? Where does it come from, and how can we cultivate it? Understanding this central human pleasure leads us to understanding how we finite beings can possibly relate to an Infinite Source of life. The Shema Yisroel that we say is a directed meditation for developing this awareness.	$3.50	$1.00	N/A	N/A
false	Intro	http://www.aishaudio.com/ssi/aish/graphics/titles/BA_533.gif	false	Tisha B'Av in the Eyes of the Prophets	# BA 533	Berger, Rabbi Motty	If you were given a warning that a tragic event would take place unless you changed your behavior, would you? The Jews were warned time and again to change, or the Temple would be destroyed. Were there other reasons for them not to heed the warning from their bonafide prophets?	$3.50	$1.00	$7.00	$10.00
false	Adv	http://aish.teamgenesis.com/ssi/aish/graphics/titles/BA_550.gif	false	Chanukah: Beauty Gone Ugly	# BA 550	Berger, Rabbi Motty	Why was the Greek ideology of beauty so threatening? The war against the Greeks was the first time we fought not for our lives, but for the sake of our religion. What was the unhealthy hidden quality woven into their culture, and how is this quality similar to the ideology of science and technology we practically worship today?	$3.50	$1.00	N/A	N/A
false	Intro	http://aish.teamgenesis.com/ssi/aish/graphics/titles/BA_606.gif	false	Happiness	# BA 606	Berger, Rabbi Motty	Our minds often work in circles, convincing us that getting the object of our desire will make us happy, only to discover how easily it fades once we get it and how quickly we look for another object to replace it with. What is the ultimate elusive component needed to finally capture the state of happiness? Rabbi Berger examines Judaism's view of the individual and his purpose in our finite world, and sets a course for living a more joyous life.	$3.50	$1.00	N/A	N/A
false	Intro	http://www.aishaudio.com/ssi/aish/graphics/titles/BA_615_A.gif	false	Why So Much Jewish Division?	# BA 615 A	Berger, Rabbi Motty	Rabbi Motty Berger ventures past the platitudes and political and sociological reasons that people use when discussing this why so much division - and then reverses his focus back on those who are doing the blaming. An insightful class dissecting people's true motivations, and how such an understanding can help to get us back on course.	$3.50	$1.00	$7.00	N/A
false	Intro	http://aish.teamgenesis.com/ssi/aish/graphics/titles/BA_615_C.gif	false	3 Rules to Relationships	# BA 615 C	Berger, Rabbi Motty	Rabbi Berger examines the belief that relating to God is only possible from within the parameters of our experience in the world. He also describes the three basic rules of relationship for understanding what our Creator expects of us. This first class of two lays down the foundation point for measuring one's self worth.	$3.50	$1.00	N/A	N/A
false	Intro	HTTp://aish.teamgenesis.com/ssi/aish/graphics/titles/BA_619_A_passages_of_relating_with_god_120x90.jpg	false	Passages of Relating to God	# BA 619 A	Berger, Rabbi Motty	Children are so fixated on the present, they can self-destruct. Once we hit adulthood, we learn that doing the right thing will ultimately lead to more pleasure in life, although it may take longer to feel. An essential truth of life is cause and effect. Finding the ultimate Cause can frighten us into running away - which can lock us into the existence of a child for life. How do we move past that to achieve the greatest pleasure in life?	$3.50	$1.00	N/A	N/A
false	Intro	http://aish.teamgenesis.com/ssi/aish/graphics/titles/BA_626_Educating_Children_Care_About__120x90.jpg	true	Educating Children to Care About Klal Yisrael	# BA 626	Berger, Rabbi Motty	If your kids show little concern for the Jewish Nation, a different approach may help. Rabbi Berger explains how the world was created for our pleasure, and the self-centeredness we need to tame. Learn about the deeper, longer lasting levels of pleasure meant for us and our kids through our ability to touch one another.	$3.50	$1.00	$7.00	N/A
false	Intro	http://aish.teamgenesis.com/ssi/aish/graphics/titles/BA_633.gif	false	Abortion: A Tricky Topic	# BA 633	Berger, Rabbi Motty	Abortion is a always a controversial and sensitive topic, ranging from pro-choice to pro-life and all the grays between. Rabbi Berger offers a peek at the Jewish view of life from the vantage point of the unborn child, and analyzes how and when taking that fragile life is permissible.	$3.50	$1.00	N/A	N/A
false	Intro	http://aish.teamgenesis.com/ssi/aish/graphics/titles/am_yisroel_nations_120x90.gif	false	Am Yisroel and the Nations	# BA 650 B	Berger, Rabbi Motty	Hashem created the Jewish people to make a difference to the world, to be that shining example that would draw everyone else to act similarly. How can we do that? We received the Torah only by feeling an enormous sense of unity. Why is that a prerequisite for achieving truth? And how can our unity give across the message of reality that is our deeper purpose?	$3.50	$1.00	$7.00	N/A
false	Intro	http://aish.teamgenesis.com/ssi/aish/graphics/titles/BA_654.gif	true	Who Is A Jew	# BA 654	Berger, Rabbi Motty	The 'Who is a Jew' topic is loaded with many hot issues. Rabbi Berger presents the Orthodox understanding, which happens to be far more accepting and pluralistic than most people believe. Hear how to define each factor that must be present in order to consider someone truly Jewish. Also hear how rapid assimilation is affecting the Jewish world.	$3.50	$1.00	N/A	N/A
false	Adv	http://aish.teamgenesis.com/ssi/aish/graphics/titles/BA_655_D.gif	false	Christian Ideology & Basic Know-How	# BA 655 D	Berger, Rabbi Motty	Besides presenting a clear understanding of Christian ideologies, Rabbi Berger gives sound advice for anyone dealing with missionaries, such as how to counter his arguments and what to say and what not to say. A basic overview of what you are up against.	$3.50	$1.00	$7.00	N/A
false	Intro	http://aish.teamgenesis.com/ssi/aish/graphics/titles/BA_680.gif	false	Education vs. Conditioning	# BA 680	Berger, Rabbi Motty	Does formal schooling really teach you how to think, or does it influence you to defend your society's values? Rabbi Berger presents a sobering look at the current trends in education, and suggests an attitude you might consider adopting to become a truly free thinker of the highest order.	$3.50	$1.00	$7.00	$10.00
false	Intro	http://aish.teamgenesis.com/ssi/aish/graphics/titles/BA_782_What_Do_We_Mean_By_T.jpg	false	What Do We Mean By Torah?	# BA 782	Berger, Rabbi Motty	We all know the Bible plays a central part in the Jewish religion, but when a Jew say the word 'Torah', which aspect of it are they referring to? Rabbi Berger shows the two words that can be interposed with Torah, and as he defines them the pivotal roles that Torah can have on your life is highlighted.	$3.50	$1.00	N/A	N/A
false	Intro	http://aish.teamgenesis.com/ssi/aish/graphics/titles/BA_787_A.gif	false	Moshiach	# BA 787 A	Berger, Rabbi Motty	Who is he, when will he come, and what will he do? Rabbi Berger looks at the core Jewish tradition on the coming of Moshiach, and how he is expected to operate after he enters active duty. Does the Moshiach know he's 'the one' before the time? And on an even more basic level, why does God need him in the first place?	$3.50	$1.00	N/A	N/A
false	Intro	http://aish.teamgenesis.com/ssi/aish/graphics/titles/BA_804_Bible_Criticism_120x.jpg	false	Bible Criticism	# BA 804	Berger, Rabbi Motty	Until the 20th century, the Divine origin of the Bible was uncontested. Then the world of secular scholarship began noticing stylistic differences within the text - ascribing human authorship. Rabbi Berger examines both the earlier and later hypotheses, giving examples of how their claims failed to take into account the lesson twist intended.	$3.50	$1.00	N/A	N/A
false	Intro	http://aish.teamgenesis.com/ssi/aish/graphics/titles/BA_809.gif	true	The 7 Wonders of Jewish History	# BA 809	Berger, Rabbi Motty	The history of the Jewish people defies all sociological and historical norms. What makes this history even more wondrous is that it was predicted and documented thousands of years before. Rabbi Berger, a senior lecturer for Discovery Seminars, examines seven of these prophecies and shows how each has been confirmed by historically recorded accounts.	$3.50	$1.00	$7.00	$10.00
false	Adv	http://aish.teamgenesis.com/ssi/aish/graphics/titles/BA_850_A.gif	true	Anti-Semitism: The Bottom Line	# BA 850 A	Berger, Rabbi Motty	In this comprehensive lecture discussing the 'what' and 'why' of anti-semitism, Rabbi Berger explains how such an irrational hatred of the Jews arose - and effective ways to deflate its destructive force. Hear also who is officially considered a Jew, and the differences between Reform, Conservative and Orthodox Judaism.	$3.50	$1.00	$7.00	N/A
false	Intro	http://aish.teamgenesis.com/ssi/aish/graphics/titles/BA_850_B.gif	false	The Root Source of Anti-Semitism	# BA 850 B	Berger, Rabbi Motty	Ever wonder why so many baseless charges are leveled against the Jews, and why they capture so many front-page headlines? Consider two blaring accusations for hating Jews. When the Jews are poverty-stricken they're called parasites and when they become wealthy they're accused of taking over. This and many other opposites are used to attack this tiny nation from all sides. Rabbi Motty Berger, famous for his provocative and refreshing logic, examines a number of causes, but reaches an unusual conclusion for this ages old anomaly.	$3.50	$1.00	$7.00	$10.00
false	Intro	http://aish.teamgenesis.com/ssi/aish/graphics/titles/way_reconcile_holocaust_120x90.gif	true	A Way to Reconcile the Holocaust	# BA 852	Berger, Rabbi Motty	The Holocaust is so emotionally explosive that even the most logical explanations will fail to assuage all of the ambivalence we feel towards God when recalling that horrific nightmare. Rabbi Berger begins by separating the heart and mind to understand the nuanced relationship God has with the Jewish nation. Once this backdrop is in place, so many factors involved in that brutal genocide may become a bit clearer - and paradoxically point to God's refusal to let us disappear.	$3.50	$1.00	$7.00	N/A
false	Intro	http://aish.teamgenesis.com/ssi/aish/graphics/titles/palestinian_plot_120x90.gif	false	The Palestinian Plot	# BA 868	Berger, Rabbi Motty	Before Rabbi Berger discusses the State of Israel vs. the Palestinians and the turmoil that surrounds them, he looks at the terms war and peace. What do they mean, and what will we give to achieve that state of tranquility? What each nation is willing to part with differs, and Rabbi Berger proves that a surprising aspect of the problem is our inability to perceive the vast gap between a secular code of values and a religious one.	$3.50	$1.00	$7.00	N/A
false	Intro	http://aish.teamgenesis.com/ssi/aish/graphics/titles/BA_882_Pluralism_Today_120x.jpg	false	Pluralism Today	# BA 882	Berger, Rabbi Motty	To what extent does pluralism exist within Judaism today? The Reform and Conservative movements say a great deal. Orthodoxy also agrees, but they base it on how the term is defined. Hear which movements represent a total schism from Judaism, and which still have a place under the banner - even if they may look quite different? Rabbi Berger presents a masterful assessment on the topic.	$3.50	$1.00	$7.00	N/A
false	Intro	http://aish.teamgenesis.com/ssi/aish/graphics/titles/BA_900.gif	true	Is There a God and Does it Matter?	# BA 900	Berger, Rabbi Motty	Throughout history God has been depicted as an uninterested recluse, a doting grandfather and a supernatural superman - to name a few. Rabbi Berger challenges these descriptions by focusing our intuitive perception on God's inscrutable, caring and precise management of the world. Here's a chance to initiate a fresh relationship - with no strings attached.	$3.50	$1.00	$7.00	$10.00
false	Adv	http://aish.teamgenesis.com/ssi/aish/graphics/titles/BA_900_C.gif	false	Connecting to God	# BA 900 C	Berger, Rabbi Motty	The basic storyline of most movies and novels is how much the hero is willing to struggle through a difficult situation to do the right thing. This rule of human nature is built into the fabric of the universe, and in essence challenges us to decide whether or not to skip the immediate pleasure for a closer intimacy with God. At what stage can we realize that all our difficulties are positive, to be used as a springboard for coming closer to our Creator?	$3.50	$1.00	N/A	N/A
false	Intro	http://aish.teamgenesis.com/ssi/aish/graphics/titles/BA_900_D_what_difference_does_g-d-make-part_1_120x90-1.jpg	true	What Difference Does God Make - Part 1	# BA 900 D	Berger, Rabbi Motty	We all want to gain pleasure out of life, but we need to find truth to access ultimate pleasure. At issue is the child within us that isn't interested in altruistic searches, but immediate gratification. Rabbi Berger looks at what we can give God, the appropriate place for science in our understanding of the universe, and why we'll be expected to use our rational faculty as we wade through a life that can be confusing.	$3.50	$1.00	N/A	N/A
false	Intro	http://aish.teamgenesis.com/ssi/aish/graphics/titles/BA_900_E_what_difference_does_g-d_make-part_2_120x90-1.jpg	true	What Difference Does God Make - Part 2	# BA 900 E	Berger, Rabbi Motty	It's not enough to profess belief in God without thought and analysis preceding that declaration. We must establish God's infinity, and His permanence despite all that occurs in the world. What do we make of the aspect of God within us called free will? How do we balance our own value and our responsibilities that stems from the principle of the world being created for each of us individually?	$3.50	$1.00	N/A	N/A
false	Intro	http://aish.teamgenesis.com/ssi/aish/graphics/titles/BA_900_F_more_on_god_120x90.jpg	false	More on God, Truth	# BA 900 F	Berger, Rabbi Motty	The word belief in Hebrew is one step past knowing - it's making knowledge a reality you live by. Rabbi Berger squares away our need for pleasure, and scientific problems that can be answered by our true understanding of God's infinity. Abraham's intense search lead us eventually to Mt. Sinai, which gave us information about how to form a relationship with God that only we are privy to.	$3.50	$1.00	N/A	N/A
false	Adv	http://aish.teamgenesis.com/ssi/aish/graphics/titles/BA_901.gif	false	A Divinely Authored Bible?	# BA 901	Berger, Rabbi Motty	When looking at the bible from a secular viewpoint, the theories that abound on its being written by multiple authors, or redacted by a single author sound totally logical. However, when the Torah is compared to other texts, the conclusions surprisingly point in a different direction. Rabbi Berger unwraps each theory with clear logic and articulates the bigger picture of the Torah's Divine authorship.	$3.50	$1.00	N/A	N/A
false	Intro	http://aish.teamgenesis.com/ssi/aish/graphics/titles/BA_906.gif	false	How Do We Know We're Right?	# BA 906	Berger, Rabbi Motty	In raw numbers, Judaism represents a small speck in comparison to all the religions of the world. So how do we back our belief that we are right? Rabbi Motty Berger, who is always thought provoking, probes selected issues about how we live our lives, using the Israel / Arab struggle as a backdrop, and leads us to a conclusion that is all inclusive - resolving all doubts.	$3.50	$1.00	N/A	N/A
false	Intro	http://aish.teamgenesis.com/ssi/aish/graphics/titles/BA_907.gif	true	Being Spiritual in an Unspiritual World	# BA 907	Berger, Rabbi Motty	Rabbi Berger discusses the parameters of spirituality, and how the classic Jewish view of living gives rhyme and reason to a person's endless struggle to reach ultimate pleasure.	$3.50	$1.00	$7.00	$10.00
false	Intro	http://www.aishaudio.com/ssi/aish/graphics/titles/BA_909_B.gif	false	Pleasure vs. Truth?	# BA 909 B	Berger, Rabbi Motty	What conscious role should the seeking of truth play in your life? And what mechanism holds us back from just living for today without worrying about the consequences? Rabbi Berger discusses the ultra strong influences of seeking pleasure, and the drives that motivate us to pursue truth - or to ignore it. Hear an insightful talk that exposes the internal struggle we are constantly up against.	$3.50	$1.00	N/A	$10.00
false	Intro	http://aish.teamgenesis.com/ssi/aish/graphics/titles/BA_909_C.gif	false	Truth: What's In It For Me?	# BA 909 C	Berger, Rabbi Motty	We all have a concept of right and wrong that stems from our perception of truth and falsehood. Rabbi Berger tracks down the definition of truth and shows how deeply this core affects your life - even if you're not paying attention of it. Learning to keep an antenna up for this essential aspect of life will help you stay focused on your deepest desire, along with providing a strong sense of purpose.	$3.50	$1.00	N/A	N/A
false	Intro	http://aish.teamgenesis.com/ssi/aish/graphics/titles/BA_912_A.gif	true	Tragedy in the Face of a Caring God	# BA 912 A	Berger, Rabbi Motty	If Jews are so 'chosen,' how come they continue to suffer so much? Rabbi Berger explains why God, who is purported to shower upon us unconditional love, could or would allow us to endure seemingly arbitrary pain. Join a discussion on the deeper workings of suffering, and how good and evil faithfully play their roles to nudge us down the road of discovery.	$3.50	$1.00	$7.00	$10.00
false	Adv	http://aish.teamgenesis.com/ssi/aish/graphics/titles/BA_912_B.gif	false	Suffering vis-a-vis the Merciful One	# BA 912 B	Berger, Rabbi Motty	Why is there so much pain and suffering in the world? Rabbi Berger takes us back to the Garden of Eden for an explanation as to why suffering is necessary in our lives. Hear how making a stronger connection with God can soften suffering, and how we can more quickly learn the lessons we have been pressed to figure out?	$3.50	$1.00	N/A	N/A
false	Intro	http://aish.teamgenesis.com/ssi/aish/graphics/titles/BA_916.gif	true	The Matrix and Jewish Reality	# BA 916	Berger, Rabbi Motty	If you saw the movie, you'll remember the line "Most human beings believe they are fully taking care of themselves. In fact, they are sitting in a pod serving THE MATRIX. In the world we live in, the matrix is so confident in thinking that we can't make any difference." If this movie affected you as it did so many, Rabbi Berger's penetrating analysis of 'Jewish reality' brings a new light onto a few of its conclusions. Discussions include dreams vs. reality, truth vs. fiction, and the notion 'ignorance is bliss.'	$3.50	$1.00	$7.00	$10.00
false	Adv	http://aish.teamgenesis.com/ssi/aish/graphics/titles/BA_930.gif	false	Making His Will Your Will	# BA 930	Berger, Rabbi Motty	The extent to which we proactively choose to enter into a relationship is the extent of closeness we can experience. For example, children can cry, "How can you do such a thing and still say you love me?" Yet it's clear that a parent's deeper intent is for their benefit. Do we also cry against Hashem knowing His will is always aimed toward our ultimate good? How can we come to believe this strongly enough to burn it into our bones?	$3.50	$1.00	N/A	N/A
false	Adv	http://aish.teamgenesis.com/ssi/aish/graphics/titles/simcha_of_teshuva_120x90.gif	true	The Simcha of Teshuva	# BA 937	Berger, Rabbi Motty	Simcha is serious business - and tightly wrapped to our living in the world. Rabbi Berger asks the obvious question, why is it so easy to get sidetracked by things that won't make us happy, and at the same time ignore the things we know will lead to more joy? Is God holding out on us, or waiting for us to make a significant shift to be more in touch with ourselves?	$3.50	$1.00	$7.00	N/A
